date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:39:19	98024/98024	---M--	200	added ('OK')	font/x-woff	etag:%2239edc627968adb1:0%22	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/fonts/fontawesome-webfont.woff?v=4.7.0	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/fonts/fontawesome-webfont3e6e.woff	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/font-awesome.min.css)
13:39:20	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22aac7bf27968adb1:0%22	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/fonts/fontawesome-webfont.ttf?v=4.7.0	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/fonts/fontawesome-webfont3e6e.ttf	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/font-awesome.min.css)
13:39:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2013%20Apr%202025%2008:09:19%20GMT	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/fonts/fontawesome-webfont.svg?v=4.7.0	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/fonts/fontawesome-webfont.493e6e.delayed	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/font-awesome.min.css)
13:39:21	482/482	---M--	200	added ('OK')	image/png	etag:%22781dd928968adb1:0%22	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/right.png	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/right.png	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/flexslider.css)
13:39:22	455/455	---M--	200	added ('OK')	image/png	etag:%22bbcb728968adb1:0%22	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/left.png	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/left.png	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/flexslider.css)
13:39:23	3625/3625	---M--	200	added ('OK')	image/png	etag:%22081bc28968adb1:0%22	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/left11.png	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/left11.png	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/style.css)
13:39:24	3662/3662	---M--	200	added ('OK')	image/png	etag:%2221e2dd28968adb1:0%22	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/right11.png	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/right11.png	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/style.css)
13:39:25	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2013%20Apr%202025%2008:09:25%20GMT	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/bann2.jpg	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/bann2.4e.delayed	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/style.css)
13:39:26	484/484	---M--	200	added ('OK')	image/png	etag:%229baf928968adb1:0%22	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/arrow-right.png	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/arrow-right.png	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/style.css)
13:39:27	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2013%20Apr%202025%2008:09:27%20GMT	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/about.png	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/about.50.delayed	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/style.css)
13:39:28	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2013%20Apr%202025%2008:09:28%20GMT	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/bann1.jpg	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/bann1.51.delayed	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/style.css)
13:39:29	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2013%20Apr%202025%2008:09:28%20GMT	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/bann3.jpg	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/bann3.52.delayed	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/style.css)
13:39:30	3621/3621	---M--	200	added ('OK')	image/png	etag:%228a88228968adb1:0%22	https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/arr.png	./amaryllis_clone/www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/images/arr.png	(from https://www.india-sales-office.com/Projects/Unity-Group/The-Amaryllis-Delhi/css/style.css)
